vrmsMean,vrmsSD,vzcMean,vzcSD,vscMean,vscSD,vtscMean,vtscSD,vsdMean,vsdSD,vtfMean,vtfSD,vsfMean,vsfSD,vskMean,vskSD,vsrMean,vsrSD,vsskMean,vsskSD,vsslMean,vsslSD,vssMean,vssSD,vtprMean,vtprSD,Vmfcc1Mean,Vmfcc1SD,Vmfcc2Mean,Vmfcc2SD,Vmfcc3Mean,Vmfcc3SD,Vmfcc4Mean,Vmfcc4SD,Vmfcc5Mean,Vmfcc5SD,Vmfcc6Mean,Vmfcc6SD,Vmfcc7Mean,Vmfcc7SD,Vmfcc8Mean,Vmfcc8SD,Vmfcc9Mean,Vmfcc9SD,Vmfcc10Mean,Vmfcc10SD,Vmfcc11Mean,Vmfcc11SD,Vmfcc12Mean,Vmfcc12SD,Vmfcc13Mean,Vmfcc13SD,Vmfcc14Mean,Vmfcc14SD,Vmfcc15Mean,Vmfcc15SD,Vmfcc16Mean,Vmfcc16SD,Vmfcc17Mean,Vmfcc17SD,Vmfcc18Mean,Vmfcc18SD,Vmfcc19Mean,Vmfcc19SD,Vmfcc20Mean,Vmfcc20SD,Class
-14.94097345,1.546872166,0.045749465,0.014642543,681.5662419,357.2655565,0.057203805,0.009593374,0.104083291,0.028955183,0.110100143,0.048443581,0.026164367,0.009638812,4887.538783,670.3831112,2367.277864,605.8179572,3.28866305,0.404621992,-0.017855974,0.004121154,561.1374256,146.0855481,0.416653464,0.161333609,-10.47294555,2.058038753,4.393683057,0.457017507,-1.220223166,0.216024201,0.561776082,0.226500832,-1.418499932,0.21745848,0.647721009,0.145556547,0.080594182,0.133487942,-0.162957532,0.13835206,-0.354000846,0.096976534,0.714383403,0.134893949,0.255270106,0.118443137,0.156771816,0.112224133,0.192154738,0.09909716,-0.07823339,0.091351935,-0.093742618,0.090319188,0.195937525,0.092681716,0.095898626,0.077762348,-0.167305917,0.077556134,0.210929021,0.073867991,-0.080943891,0.064952025,Normal
-11.15595788,1.50737771,0.041079935,0.003644656,545.4714869,198.5512501,0.135449611,0.014267193,0.072307368,0.016164301,0.156132572,0.048906903,0.025972692,0.00890251,2595.504803,456.9744826,2893.469165,444.1952955,6.358221191,0.615765486,-0.019086765,0.003567649,544.0149306,154.2587153,0.606270002,0.04200963,-10.29488159,1.476250306,4.220748262,0.27103204,-0.92224964,0.203600619,0.788827952,0.144064736,-0.621922664,0.153947025,0.812312714,0.216798605,0.148842175,0.145670695,0.27081004,0.138757818,0.899411245,0.164335018,-0.039156423,0.137862959,0.062481679,0.162991182,-0.067503056,0.112657516,0.610401161,0.117159336,-0.318375131,0.117140742,0.362107091,0.102220746,-0.272035711,0.112495188,0.031610708,0.110216986,0.298063727,0.101414842,0.374770672,0.133995553,0.414979188,0.117530494,Normal
-11.41038732,1.474532168,0.030814056,0.006523089,560.1885025,173.1350499,0.071415074,0.009131638,0.117918167,0.019614747,0.127229503,0.047597365,0.036104673,0.012804163,4187.727932,701.5220676,1806.606791,562.9257092,3.781915261,0.412581012,-0.025305588,0.004777475,500.2624833,145.5475912,0.57056664,0.08673002,-9.455262144,1.666824324,4.245806374,0.368361984,-0.40084251,0.225971923,-0.306227527,0.18108438,-0.70450654,0.169354638,0.439520067,0.132199069,0.480585217,0.121762011,0.123612279,0.121663839,-0.318595711,0.122630689,0.610165076,0.124027939,0.401405671,0.114340406,-0.161160921,0.104034892,0.192041167,0.088353001,0.001169997,0.078041584,0.00459755,0.08130705,0.08381731,0.08517657,0.072021922,0.076244967,-0.299451993,0.078844601,0.229697228,0.070011088,-0.066390606,0.067012026,Normal
-11.25088868,1.498051308,0.06642387,0.010079805,958.2510381,182.144472,0.073828689,0.00997965,0.054558197,0.005522238,0.135294067,0.056611196,0.02505279,0.017842061,3681.153952,780.100404,2335.629764,534.7373429,4.030108102,0.329720179,-0.02309769,0.003694948,545.1243725,163.2723404,0.584842926,0.04734485,-9.468643488,1.410422441,4.291898675,0.407045984,-1.831627311,0.127439594,-0.154188002,0.089867577,-0.220040249,0.102615594,0.377688719,0.07876686,0.699348274,0.095829808,-0.04504316,0.061682025,0.320048539,0.061915005,0.015857668,0.053060458,0.469044526,0.079706401,-0.759440646,0.092471622,0.319437408,0.073397491,0.031356388,0.097346355,-0.336654451,0.097154337,0.331655373,0.066471309,-0.250242237,0.053510725,0.206737145,0.057294126,-0.071690004,0.052381319,0.287676205,0.075205224,Normal
-10.29229854,0.55965156,0.031245631,0.001977017,451.1897096,191.3935926,0.089466109,0.014250524,0.156336554,0.014245657,0.083291494,0.056823106,0.013588977,0.012407217,6082.761594,828.9155586,1297.405522,565.9081456,4.273249276,0.480342782,-0.026666783,0.004731297,405.3896464,162.5190822,0.521611724,0.208011054,-10.2061771,1.426490267,4.868993492,0.346933532,-0.078244694,0.121231479,0.076106383,0.111279389,-1.338148378,0.158686981,0.679055418,0.081085919,0.037453862,0.067007602,0.406520503,0.075944627,-0.360211493,0.075544916,0.034952613,0.062147662,0.631408271,0.085273073,0.189734349,0.087412071,0.207911194,0.069358797,0.223048918,0.064077189,-0.300067013,0.081045374,-0.050753939,0.075266992,0.339108128,0.067638006,-0.03452162,0.056200641,-0.062888563,0.052635949,0.244337354,0.049931716,Normal
-13.8452681,2.181840303,0.028717701,0.007011884,358.8833246,42.41139145,0.085472424,0.015892738,0.077189002,0.079651841,0.084990366,0.014523967,0.076664057,0.032022507,4123.359746,893.6026935,1145.057047,301.2420659,4.272306313,0.47734517,-0.016642825,0.005705251,361.9501846,55.33276816,0.374988012,0.130762742,-12.46201721,1.024697957,4.569329869,0.308742575,2.029600368,0.499603638,-0.432539815,0.26356484,-0.617631536,0.259995042,0.110826508,0.184023582,0.663605353,0.200977074,-0.079509482,0.160292101,-0.915002063,0.162863153,0.501523442,0.17581924,-0.859984366,0.18878399,0.330729591,0.127938106,0.20132047,0.145283086,0.141453238,0.135062629,0.037638968,0.137362842,-0.026533866,0.120314354,0.046459071,0.122662379,0.039902928,0.120431932,0.178401244,0.144587147,0.147008664,0.141637563,Normal
-8.591753347,0.77980903,0.055689132,0.010823635,579.0914133,35.49802603,0.103047499,0.005761726,0.08101274,0.010277588,0.193608412,0.023445995,0.021465048,0.011630382,1466.423967,142.5554069,4100.629528,309.7186081,5.781912584,0.272081995,-0.026345691,0.002605318,751.2108662,62.2900417,0.560782502,0.02830821,-8.958533232,0.384113177,3.707160163,0.149932418,0.070308134,0.138483499,-0.062754516,0.214372951,-0.233140169,0.227239541,1.327049815,0.191472848,-0.53903126,0.15452775,-0.127095117,0.128550167,0.34596615,0.145243871,-0.136657522,0.164851397,0.400944677,0.117631412,0.264486101,0.115110156,0.61356455,0.163232831,0.232972557,0.105253237,-0.014914444,0.126046915,-0.211486145,0.103454078,0.00838286,0.089000772,0.176150075,0.102989572,0.025922936,0.076807566,0.24069159,0.090329595,Normal
-11.93217916,1.462536498,0.041342468,0.004963665,359.7798956,226.0482927,0.105203275,0.012742182,-0.503604603,0.108193083,0.069778749,0.052098494,0.017543575,0.010380873,5699.394567,640.7259522,1342.545707,495.5209665,5.159979191,0.543352827,-0.021602204,0.003337049,402.9996745,166.738557,0.419781372,0.049802951,-10.94631504,1.74538118,4.727355192,0.299330855,-0.21515614,0.44615381,-0.562872026,0.285576707,-0.065627725,0.185777578,0.314955523,0.152082419,0.291625045,0.189511529,0.470924256,0.175601362,-0.178852661,0.112571976,0.370010997,0.101222406,0.164575652,0.110183431,-0.238008067,0.104672606,0.428694107,0.102496352,-0.043907694,0.085463475,0.060934817,0.082077462,0.070565772,0.089475746,-0.185429456,0.079033826,0.168959578,0.075058315,-0.009371848,0.067687785,0.23857678,0.08011152,Normal
-11.82139157,1.144561197,0.0542635,0.01311308,821.2817508,225.3763974,0.06213277,0.009185983,0.093022483,0.011551765,0.094364954,0.052363492,0.019161707,0.010291682,4996.681096,571.8396035,2074.283087,494.8704577,3.477492746,0.369358604,-0.02461667,0.003063133,479.4755683,168.5944446,0.515831859,0.137662384,-9.331218192,1.708684228,4.342602808,0.317095051,-1.361191162,0.188589086,0.132403658,0.126897397,-1.13308448,0.147151107,0.527206825,0.110363673,0.063128796,0.107850187,0.02097831,0.120666094,-0.219107736,0.152538314,0.489521463,0.113611003,0.645523951,0.140198719,0.059744166,0.123408478,-0.069498249,0.141821288,0.05921678,0.101062381,-0.203935634,0.111430151,0.270117313,0.109768088,0.150138629,0.06461405,0.04112475,0.064144093,-0.005861706,0.060874251,0.12648202,0.080226775,Normal
-7.958005246,0.730474335,0.067351048,0.010894827,805.7249082,139.794994,0.088006192,0.010115625,0.0643406,0.008504775,0.121125883,0.04611887,0.032815734,0.018656622,3983.358221,453.822165,1767.296519,428.98379,4.636792585,0.300240725,-0.030529376,0.002938987,519.7097351,131.4817992,0.57395881,0.039146101,-9.049784,1.463181837,4.420353143,0.31095826,-1.047787832,0.134281369,-0.212413621,0.137637947,-0.439904971,0.126570932,1.604264928,0.139896168,-0.24956453,0.123884333,0.233641086,0.087675839,0.150717517,0.081509127,0.297980398,0.073603281,-0.228499124,0.097718554,0.391123328,0.087002862,-0.010124017,0.077105759,-0.085581461,0.073446122,0.210602515,0.070866416,0.026144028,0.091402407,0.27186116,0.074732507,0.233745718,0.075077361,-0.02862215,0.058106863,0.168902264,0.067133306,Normal
-12.03051409,1.191159444,0.079645687,0.012752564,668.5519692,224.3647667,0.077469617,0.008158813,-0.391061491,0.050536124,0.100252715,0.052906151,0.024830238,0.015164931,3901.846322,809.5626276,2058.792175,720.7235625,3.974695067,0.291429404,-0.023080275,0.003617117,625.8981999,161.2086379,0.454811153,0.035092704,-9.72589341,1.552821745,3.645524305,0.374231026,-0.393866062,0.270695545,-0.7235575,0.183280555,-0.544027693,0.126767302,1.55739645,0.148896636,-0.194847925,0.127091324,-0.066864126,0.084253746,0.603432959,0.107401324,0.220968988,0.063727492,0.132357707,0.076467814,-0.17593342,0.086011336,-0.256814174,0.131590645,-0.093481046,0.081494605,0.300572307,0.075487511,-0.295829783,0.067096098,-0.008653378,0.098065869,-0.005866956,0.0985171,-0.086103268,0.068112884,0.119465096,0.072742449,Normal
-11.73080458,0.793025067,0.046286595,0.006831362,710.8578224,173.9764011,0.06913638,0.007565337,0.076506026,0.035338168,0.080888926,0.050762366,0.036689409,0.011517194,5213.127603,864.2264053,1819.599168,473.6857555,3.847146988,0.307283652,-0.023946169,0.002296817,476.2734574,151.2182163,0.576794267,0.053777841,-9.459402048,1.52815838,4.2816609,0.335916009,-0.941488043,0.169524546,-0.339721583,0.165139534,-0.16884077,0.130663777,-0.302150139,0.094591339,0.557333377,0.102001341,-0.440797089,0.127233972,0.088843903,0.087989487,0.399906104,0.090124783,0.757622081,0.096696826,0.153665746,0.183342635,-0.381735624,0.096958502,0.454340119,0.087909916,-0.374150105,0.071153556,0.142353463,0.107571618,-0.045195592,0.099120471,-0.12345991,0.105950697,-0.02134283,0.064385278,0.072857362,0.060175373,Normal
-12.23567112,0.966384543,0.050435519,0.006300872,656.5639219,175.6451505,0.059871464,0.009091753,0.123571873,0.024347224,0.080948604,0.056018628,0.020087809,0.016004381,5363.812028,1276.050029,1843.751666,586.0380035,3.371425944,0.308343351,-0.023395217,0.00398999,503.0241798,156.0783905,0.434584382,0.154739058,-9.771530681,1.361998979,4.448488992,0.419266798,-0.827558448,0.171556523,0.073250896,0.126101703,-1.06637675,0.147914454,0.454435133,0.092283233,0.24823397,0.087707409,-0.091930169,0.099854323,0.033792381,0.094031847,0.225242311,0.083447183,0.763536025,0.153624407,0.31492122,0.134240041,-0.613882537,0.109745956,0.523641186,0.08170851,-0.332320749,0.103852088,0.097365475,0.126080881,0.292956231,0.094585571,-0.214185521,0.057561277,-0.053216377,0.049935114,0.050616848,0.061684725,Normal
-13.74565811,1.630813568,0.036092297,0.013167365,574.0489257,319.0967596,0.066948568,0.01103982,0.135391287,0.021140105,0.096975855,0.053781152,0.015561509,0.010008293,5068.084115,793.9579613,1474.968019,563.3741788,3.583568123,0.437926137,-0.019193753,0.004674729,454.8990881,168.1603969,0.519939783,0.138274947,-10.96249042,1.929327075,5.065637542,0.458074631,-0.349458528,0.380904821,-0.642877618,0.271534625,-0.330623844,0.245615262,0.370260007,0.177064608,0.160132162,0.149157127,0.172367901,0.164014714,-0.098190155,0.172950841,0.111245972,0.169035203,0.977111325,0.15594828,-0.422121078,0.108845023,0.335527625,0.1157084,0.045346388,0.12840581,-0.229694897,0.111658526,0.144542357,0.085115501,0.117141684,0.066702933,-0.314529184,0.08744012,0.048959064,0.069597189,0.085773635,0.067743462,Normal
-13.02022839,1.433022122,0.06943827,0.011981227,933.8242931,191.5987543,0.085109943,0.010127879,0.045272831,0.046531922,0.057765725,0.054109104,0.027374378,0.013337635,4473.052586,938.5026357,1636.04019,471.3703835,4.198600716,0.409313317,-0.019042933,0.003170223,449.6169665,158.3868484,0.585750438,0.041340316,-10.51721647,1.5224929,4.492527972,0.373319233,-0.95760955,0.243554571,-1.186357891,0.229451866,-0.445318732,0.16396111,1.325678666,0.244645953,-0.42744766,0.263352038,0.096864185,0.237019195,0.83070544,0.187177251,-0.108983293,0.156651627,0.243842192,0.152181583,-0.534723608,0.160233831,0.329914748,0.156466032,-0.05508691,0.142634323,0.203515779,0.158874469,-0.064279517,0.148555267,-0.166858749,0.106450911,4.32E-05,0.099594783,0.175776378,0.146453129,-0.064094938,0.095308356,Normal
-11.18891661,1.687518228,0.054067006,0.009893425,878.540297,142.3782455,0.072363891,0.00571161,0.075282868,0.006083994,0.128880977,0.047560933,0.013807605,0.010365241,2202.092664,295.1115636,2850.161239,575.155865,3.956006665,0.217314716,-0.022797474,0.004706091,632.6826801,132.6224906,0.646106895,0.045123904,-9.20376476,1.568144148,3.612149966,0.2384576,-0.297794994,0.088376105,-1.167859557,0.11633829,0.012893202,0.130748954,0.881619833,0.073975475,0.20044859,0.083165772,-0.475786167,0.062971957,0.72307323,0.071537127,-0.075028415,0.106461587,0.3234941,0.057904479,0.256313486,0.057318484,-0.332164423,0.055407314,0.23966027,0.054732627,0.239829692,0.0428657,-0.100594657,0.055886605,0.08524397,0.047985164,0.153819869,0.052692368,-0.001522654,0.03170409,0.107830847,0.051116078,Normal
-12.09517245,1.502008263,0.050326845,0.015858062,744.9840235,332.9599083,0.065042471,0.009226589,0.115046974,0.013476508,0.09476427,0.054130591,0.025496024,0.013617115,3136.800147,675.7410046,2661.105485,575.7330741,3.583160938,0.444475794,-0.024742601,0.00363627,632.142783,167.3687006,0.50662665,0.13492907,-9.009723085,1.898031122,3.611961842,0.366674902,-0.812241199,0.132869845,-0.102810913,0.125184838,-1.122087948,0.127283948,0.647674776,0.085735273,0.369585096,0.066163387,-0.374434036,0.057113089,0.39479144,0.055579817,0.314420763,0.088261119,0.580167871,0.080442891,-0.396344242,0.065039772,0.157635209,0.05507883,-0.02924801,0.050064797,-0.227237571,0.047289936,0.51644903,0.05927741,-0.337801268,0.05460896,0.177478035,0.056927709,0.069368769,0.058381285,-0.00396222,0.058251844,Normal
-12.97833256,2.025944906,0.041059829,0.006111679,434.4369636,144.4357947,0.096595235,0.012774662,0.153570857,0.026701412,0.050261551,0.045136846,0.02276737,0.012422651,9308.4034,1338.532064,1188.136293,412.0329348,4.59518717,0.408298427,-0.018930755,0.005233695,333.1040895,119.7934769,0.478425235,0.161500419,-11.88021699,1.627577163,5.553011888,0.373557796,-0.476323215,0.282199754,0.726666974,0.223242492,-1.143865879,0.381404887,0.213319962,0.206211309,-0.152883562,0.239828471,0.561993478,0.247042633,-0.051599605,0.216096154,-0.119663998,0.17457083,0.755027924,0.194788376,0.352815057,0.190770804,-0.179096943,0.19253821,0.334190023,0.147494849,-0.16702079,0.164382769,-0.267414999,0.138094705,0.260530524,0.142274086,-0.096938116,0.124038109,0.155095358,0.124697735,-0.046215259,0.13990466,Normal
-8.085740454,0.720956726,0.013624446,0.003768282,249.7859446,175.2192715,0.174742718,0.015275355,0.156644467,0.055784666,0.050286407,0.04969789,0.023151683,0.017858334,11202.86161,1182.039821,1142.496402,463.1888164,7.021824013,0.472621735,-0.026050538,0.002396148,225.8810502,152.7399407,0.642077698,0.045628694,-11.54638891,1.429115283,5.607906798,0.337174396,-0.055849971,0.195351305,0.056578191,0.1351564,0.083489046,0.175326613,0.627368021,0.192616821,0.732824883,0.169981761,-0.568301179,0.237200031,0.605581376,0.133036632,0.271804515,0.141534779,0.385426109,0.121108997,-0.668745056,0.149361653,0.402966446,0.136817471,0.161093171,0.12126227,0.025464266,0.108251476,-0.102736764,0.116311191,-0.15594114,0.112146574,-0.122784592,0.089531408,0.158760683,0.08845894,-0.165721273,0.089208237,Normal
-9.701438665,1.168134162,0.050529809,0.007940369,395.103889,207.7691747,0.117828123,0.0162868,-0.645107196,0.114208283,0.112348552,0.048996356,0.047939865,0.015033636,3861.392796,603.5155846,1516.943393,481.6334008,5.44286862,0.68988176,-0.029194446,0.003969533,503.6731276,151.3549486,0.202897432,0.068857935,-9.760514627,1.732137521,4.116291093,0.313362794,-0.291339114,0.183917892,-0.81325148,0.178634034,-0.428980153,0.140557148,0.133924127,0.114271536,0.103275695,0.113511175,-0.038064106,0.118895116,-0.630404913,0.126850606,1.141891543,0.170261099,0.354310621,0.142134341,0.405337891,0.09794815,-0.255992403,0.101305277,0.188495935,0.09220852,-0.425248091,0.101133865,0.393715588,0.099285957,0.080863637,0.077592471,-0.103911715,0.082537819,0.110999358,0.09446918,0.126316564,0.088485947,Normal
-7.905602968,0.949848719,0.015976339,0.001298772,262.7720372,188.0531586,0.25765132,0.030525446,0.141078532,0.026491516,0.0703265,0.050193138,0.016404747,0.019130161,6222.947482,925.2267098,928.9550131,498.3527446,9.055416323,0.761637136,-0.021191553,0.003730949,190.3915099,167.8693746,0.646303823,0.043226303,-12.29236255,1.455773528,5.122193618,0.341930695,1.297190759,0.260909426,-0.384644649,0.246645911,0.539909499,0.221531416,-0.213146195,0.17847223,0.350222527,0.149471527,0.022178577,0.15582082,0.590044497,0.157844477,0.255389032,0.154764184,0.380663103,0.146519377,-0.046932247,0.139985123,0.264190841,0.135875005,0.245888023,0.134302132,-0.174703196,0.147308902,0.316092676,0.129883131,0.085125271,0.135882069,0.208016656,0.120857651,0.174502989,0.109274261,-0.082077792,0.12399678,Normal
-9.026183089,0.630183951,0.05176249,0.010225085,522.4955846,128.0047885,0.118803252,0.01412089,0.093409236,0.012344927,0.155676351,0.036706221,0.027013733,0.014714989,1947.544481,208.9780759,3394.841693,338.1438394,5.762505613,0.64638404,-0.025196801,0.002778876,544.2508631,99.65087327,0.605399065,0.040298616,-9.170587473,1.55303668,3.540631056,0.236437281,0.764114548,0.210951713,-0.471096181,0.289648791,-0.477532688,0.187160839,0.841495998,0.189726152,0.042949938,0.236589395,0.138183179,0.172034116,0.836495813,0.208219182,0.152377828,0.134868637,-0.199027673,0.134092912,0.075494314,0.14429642,-0.232467525,0.110875813,0.005457736,0.09976625,0.031896977,0.113860786,-0.000690504,0.102332422,0.027792994,0.122463331,0.420701461,0.09486028,0.183625519,0.086509713,0.051123115,0.101546435,Normal
-9.60082505,1.176928288,0.051983652,0.008679305,492.9206347,214.5525672,0.092801974,0.015775019,-0.481697131,0.110302815,0.070256545,0.05264907,0.047288214,0.017532972,3974.455914,769.8936019,1752.805021,499.7411827,4.489395853,0.704031066,-0.033025089,0.004667847,524.4397627,161.4540173,0.384509526,0.064942796,-8.759348043,1.590493799,4.032764841,0.332671586,-0.640866759,0.185759509,-0.413821877,0.12670795,-0.088989188,0.103310714,-0.286009198,0.093925377,0.289588795,0.092331395,-0.148180318,0.095772919,-0.282443423,0.124288035,0.635535029,0.105704876,0.401717631,0.107214037,0.172047784,0.100862588,-0.449820364,0.082225429,0.402504065,0.089819577,-0.277599488,0.099681057,0.08351471,0.093466591,0.095379492,0.080932795,-0.226921636,0.067519229,0.107724826,0.060806554,0.051944528,0.064183108,Normal
-11.97016209,1.40920378,0.047821556,0.004881511,752.8109331,160.5952136,0.083772486,0.012105859,0.078962517,0.00852294,0.115503456,0.048289653,0.035887819,0.01505774,3151.625026,528.8746485,2459.890198,730.987649,4.162972921,0.421895356,-0.021785654,0.004021459,592.534467,139.5613357,0.589589776,0.042871186,-9.271591339,1.605319337,3.734583569,0.325871236,-0.341697234,0.190023498,-0.749060666,0.234153501,-0.111588154,0.225172237,0.971283765,0.202396654,-0.018639813,0.153635004,-0.135827139,0.115887761,0.402337545,0.089785113,-0.041121114,0.087306984,0.422460745,0.074169498,-0.272132129,0.099670849,0.327032744,0.099635298,0.271638831,0.084964644,-0.281196802,0.086234273,0.377629172,0.087818613,-0.113625533,0.078766222,-0.022742205,0.064926278,0.395557413,0.080846037,-0.090528888,0.075748556,Normal
-12.19790422,1.661770169,0.048472102,0.008924375,494.0263421,185.9492136,0.097427005,0.015073617,0.122093041,0.016639355,0.145721164,0.049697236,0.029318008,0.009571673,2629.260054,587.3703426,2029.809179,935.3696491,4.761191818,0.52116916,-0.019891438,0.004578276,503.2290394,158.9654248,0.60856828,0.043474692,-10.88763289,1.499396792,4.273704976,0.298682004,1.459329003,0.216201488,-1.137248281,0.282672226,-0.504750012,0.280874576,0.194523517,0.368593776,0.249566635,0.277324785,-0.753624016,0.255336605,0.36014503,0.197696083,0.430104375,0.132085834,0.349643952,0.114645449,-0.083137788,0.109086755,-0.025418612,0.101191082,0.02696031,0.161519612,-0.076121877,0.188399191,0.529982112,0.11296156,-0.569270445,0.108289534,0.278757686,0.107814804,0.008592472,0.125531214,-0.003984719,0.126929198,Normal
-12.08811654,1.031722721,0.063729201,0.012197221,797.8025051,204.6578071,0.066639242,0.007412101,0.111562009,0.014522374,0.078977548,0.052255869,0.026781004,0.010597019,4018.564441,736.4366694,2006.489526,573.4652232,3.7844632,0.320946689,-0.022858658,0.00272302,520.4073861,163.1287746,0.502525961,0.125755837,-9.564072115,1.69057167,4.034483113,0.304349175,-0.656544225,0.138718488,-0.247871304,0.168649195,-1.062080019,0.183704637,0.816800415,0.156793072,-0.258209141,0.132450818,0.722002389,0.135902672,-0.8189786,0.151324086,0.741017749,0.136293083,0.3616646,0.143195166,0.442172727,0.14824188,-0.304075071,0.132520949,-0.002063724,0.121868246,-0.425298263,0.127794396,0.251454689,0.12838739,0.245105681,0.118421828,0.003308879,0.099404851,0.039447384,0.096604267,0.038637007,0.086153821,Normal
-11.2149887,1.202698249,0.089799258,0.016266635,986.6469999,153.3055702,0.111400209,0.019271079,-0.082261605,0.023889782,0.076620837,0.04590584,0.027381698,0.012608048,2449.295502,552.2564122,3205.286232,403.9494453,5.80341751,0.670978712,-0.020486086,0.002829307,609.4033495,141.9217674,0.570823818,0.039648906,-9.940608135,1.519661606,3.033277135,0.294783461,-0.490223915,0.184565163,-0.122240241,0.235805719,-1.829579241,0.163156175,1.100629811,0.176898645,-0.486600808,0.24965935,-0.408352712,0.244243769,-0.138902531,0.369562656,0.401212521,0.233321456,0.610852795,0.202818948,0.438521781,0.24607507,-0.178539034,0.138656188,-0.125114015,0.188170338,0.430300783,0.143973966,0.375459647,0.131331812,-0.157699177,0.161657566,-0.2351616,0.119968811,-0.066142409,0.166481678,0.128891154,0.142563443,Normal
-11.6763898,1.152596813,0.045777948,0.014376408,566.2340011,199.2901157,0.110008762,0.012049382,0.073303929,0.047295115,0.161031025,0.047126019,0.014718579,0.010092259,2697.213843,281.5369707,3286.738447,451.8738805,6.065460172,0.544239581,-0.019607102,0.003331093,642.6028522,168.780035,0.543967981,0.036072072,-9.6539109,1.713534485,3.377422272,0.217142051,-0.257397765,0.090444108,0.217889711,0.097820332,-0.089358873,0.124587264,1.45776425,0.103979056,-0.664362296,0.089346758,0.460539604,0.07215326,0.340296576,0.054847754,0.448587863,0.076495775,-0.442392846,0.064198168,0.314795015,0.070815492,-0.439625299,0.058474293,0.447334042,0.059708449,-0.019439068,0.074566094,0.183115082,0.062170143,0.199475612,0.069783974,0.462761158,0.055668224,-0.200874601,0.045374349,0.131688489,0.077186617,Normal
-10.01836417,0.887145714,0.031670968,0.006112428,420.7036977,151.8727515,0.133820951,0.013413632,0.103459966,0.01846228,0.132524181,0.044292355,0.025465213,0.017059912,3234.672377,383.8117571,1594.397953,431.9380675,6.093733304,0.536688045,-0.022838515,0.002895454,460.8874717,134.765877,0.587617636,0.053270981,-10.55696741,1.346621069,4.809414706,0.278983964,-0.068399762,0.293944957,-0.228449762,0.134998623,0.515956156,0.334177229,0.683452185,0.278801228,-0.153758682,0.280643748,-0.523768922,0.215773948,0.241996864,0.165053577,0.601303313,0.225968101,0.281876491,0.307540005,-0.395876414,0.220127221,0.454983248,0.1252012,-0.198668083,0.183591864,-0.033691372,0.186336868,0.165271995,0.206096011,-0.155926195,0.178035847,0.048110044,0.133942769,0.191400338,0.089508424,0.036833481,0.123759473,Normal
-8.594736564,0.851263554,0.051862554,0.003766151,755.5430414,162.1621919,0.078884562,0.009028852,0.079804273,0.007644925,0.119424611,0.048708946,0.029861857,0.018960075,4613.969309,550.7456051,2037.47135,528.0259333,4.279951898,0.348474558,-0.030009758,0.003708126,526.4469766,142.1055771,0.56795941,0.037076401,-8.583713305,1.47659631,3.969901695,0.291585455,-0.778149109,0.168719263,-0.235071895,0.158310963,-0.2505325,0.098530354,0.60698238,0.085542258,0.401642854,0.101379147,-0.2586024,0.130249718,0.286092981,0.128303198,0.572763167,0.107350622,-0.16376494,0.097399477,0.342101038,0.116762027,-0.061994556,0.135698642,0.095711289,0.128781353,0.194887591,0.106208865,0.276097736,0.09436732,-0.195216022,0.080762126,0.440358378,0.078415811,-0.099470227,0.08827328,0.015023072,0.073480762,Normal
-10.36972555,0.688084224,0.069482075,0.004628885,650.0396916,29.30616188,0.099497883,0.00497944,-0.094356782,0.015325607,0.078542506,0.010060164,0.011566,0.0099195,4688.775474,550.631846,1738.076288,34.90370395,4.804626199,0.165856205,-0.024460804,0.001926471,492.2900699,18.22056243,0.589551117,0.024566316,-9.988425431,0.317330634,4.732608719,0.162564824,-0.872024592,0.09131079,-0.162936549,0.150316063,0.25505515,0.182234313,0.833699363,0.092064119,-1.233017232,0.083290926,0.333590358,0.050863956,0.53722699,0.105472123,-0.605064749,0.086233677,1.030147866,0.078939803,-0.296939795,0.058497131,0.550247156,0.086784326,0.404950928,0.092489375,0.417440357,0.069030224,-0.7253117,0.087642183,0.39201059,0.078989673,-0.020995447,0.052140468,0.039279162,0.054160903,0.226657255,0.054301201,Normal
-10.09700733,1.142536133,0.074701148,0.006033399,883.0108184,163.6858773,0.082673196,0.007217911,0.063628532,0.006513931,0.10468714,0.048764822,0.026262879,0.01531107,4099.234524,586.5794764,1672.185651,463.2224747,4.222843717,0.247995299,-0.025286493,0.003434811,549.7250714,151.2235393,0.598295037,0.044650347,-9.585858709,1.676985253,4.336547117,0.321962046,-0.71588998,0.14378037,-0.845933781,0.121789236,-0.046245986,0.103947501,1.029454737,0.15897084,-0.087922478,0.149426995,-0.302560694,0.171458274,0.785954327,0.126055802,0.350280835,0.090493972,-0.205427623,0.085674947,-0.503053583,0.096933872,0.633823831,0.122810792,-0.095684629,0.1162057,0.444262482,0.129309894,-0.146624646,0.102723171,-0.091556716,0.089080804,0.247588775,0.080245157,-0.170989788,0.086368597,0.251316991,0.080663053,Normal
