Vmfcc1Mean,Vmfcc1SD,Vmfcc2Mean,Vmfcc2SD,Vmfcc3Mean,Vmfcc3SD,Vmfcc4Mean,Vmfcc4SD,Vmfcc5Mean,Vmfcc5SD,Vmfcc6Mean,Vmfcc6SD,Vmfcc7Mean,Vmfcc7SD,Vmfcc8Mean,Vmfcc8SD,Vmfcc9Mean,Vmfcc9SD,Vmfcc10Mean,Vmfcc10SD,Vmfcc11Mean,Vmfcc11SD,Vmfcc12Mean,Vmfcc12SD,Vmfcc13Mean,Vmfcc13SD,Vmfcc14Mean,Vmfcc14SD,Vmfcc15Mean,Vmfcc15SD,Vmfcc16Mean,Vmfcc16SD,Vmfcc17Mean,Vmfcc17SD,Vmfcc18Mean,Vmfcc18SD,Vmfcc19Mean,Vmfcc19SD,Vmfcc20Mean,Vmfcc20SD,Label
-10.6644938,0.715453204,3.650338625,0.232537463,0.098853694,0.26450977,-1.099755309,0.283945176,0.770985477,0.256464936,-0.225675069,0.197521519,0.405683029,0.203109032,-0.188323339,0.215019977,-0.389763149,0.196816266,0.347598127,0.195228641,0.522013041,0.187279255,-0.433279216,0.177405892,0.182226635,0.148145509,0.15465873,0.17477125,0.11657716,0.151131626,-0.21606816,0.127085426,-0.022571557,0.135689342,0.079619087,0.121804821,-0.179600158,0.159039126,0.294939292,0.160417184,Pathol
-10.38733409,1.654872823,3.00411898,0.31381298,0.24129889,0.228726922,0.06861929,0.195642959,1.4356191,0.238471538,-0.807703176,0.190915111,-0.115057795,0.19383012,0.413273928,0.231676499,0.077779859,0.208533455,0.416582486,0.203720226,-0.095424946,0.159514357,-0.335597836,0.192138824,0.695155323,0.195283725,-0.23651661,0.172888053,0.101950992,0.157398299,-0.085351054,0.194612297,0.24234188,0.17158717,-0.239873033,0.148375256,0.13571268,0.144581018,0.104013264,0.148237122,Pathol
-11.42136247,1.593189195,4.192829883,0.228177652,0.542643765,0.178780623,-1.003384069,0.184146724,0.51235088,0.167752837,-0.220300419,0.157732352,0.27790085,0.161354072,-0.57031939,0.157088867,-0.327197381,0.141534661,0.580914678,0.128981018,0.529962262,0.126790853,-0.412293407,0.114747366,0.450395394,0.122328107,0.243908677,0.115283076,0.021723459,0.120527565,0.134301267,0.099745856,0.013295571,0.113569314,0.022852593,0.123040349,-0.102059086,0.094477928,0.342220299,0.098345296,Pathol
-12.21197136,0.35557755,4.40044478,0.230968744,0.164219989,0.197050466,0.572784894,0.168066484,0.327093777,0.166678952,0.990627583,0.184523619,0.041173486,0.204519236,0.166835192,0.180497573,0.03153901,0.162671346,1.067699941,0.205493494,0.100158392,0.149630477,-0.334742811,0.192458835,0.483799741,0.165888184,-0.496331893,0.14197935,0.143713162,0.140347962,-0.060098935,0.154991753,-0.195850801,0.123825892,-0.031286091,0.111970026,0.198250166,0.152034752,-0.079754956,0.1149584,Pathol
-11.12249131,0.233470459,3.022660548,0.199646365,0.199813193,0.171545337,-1.228848156,0.215491823,0.208754607,0.188108441,0.513076058,0.222448444,-0.081997416,0.203106882,0.784127176,0.193555407,-0.398935764,0.201139869,0.270057789,0.215370233,0.067939661,0.184278542,0.476685301,0.209640244,-0.049863553,0.208032316,0.151646644,0.207183062,-0.051718933,0.185110456,0.149913167,0.174261829,0.120721017,0.162478553,-0.082887689,0.167670176,0.290589817,0.151779042,-0.388185038,0.145201191,Pathol
-11.19795182,0.719234258,2.605203911,0.277277008,-1.308944806,0.192510804,-0.732338749,0.221210542,0.45372482,0.209422688,0.382941299,0.222314322,-0.959794138,0.19778103,0.397939219,0.205655656,0.577619883,0.212425267,-0.316449476,0.203632956,-0.206994735,0.181667229,-0.116964858,0.192076748,-0.167230553,0.196252628,0.041790029,0.190065215,0.027778383,0.186022188,0.06301339,0.161975183,0.046410931,0.173955277,-0.03728619,0.181741788,0.136965009,0.14973021,-0.034447387,0.167298151,Pathol
-10.49259052,1.050949702,2.097695338,0.303678888,-2.58133956,0.260673073,-0.063831057,0.320674876,0.080908396,0.221937194,0.257770186,0.228222557,0.142885608,0.224902393,-0.061447964,0.209894921,0.309917413,0.183327214,-0.036189333,0.262940107,0.276972565,0.228942879,-0.345037282,0.216954028,0.203061262,0.207727923,0.366878853,0.195102035,0.277810028,0.178865122,-0.180605557,0.183075506,0.047659933,0.177675077,-0.02169908,0.170236322,-0.107859537,0.178656027,0.094219899,0.161936917,Pathol
-10.99803096,1.074381385,4.38533467,0.226373463,0.129664481,0.181674067,-0.681953266,0.092310966,0.48887619,0.110719057,-0.279985431,0.074280724,0.219711553,0.070547542,-0.144131985,0.06521012,-0.767416436,0.132254465,-0.072149869,0.070880786,0.147661941,0.075021118,1.030624082,0.131933684,0.101461437,0.099171446,-0.09838785,0.097825985,0.012287048,0.06668648,-0.372240332,0.130122435,0.008344732,0.08716127,0.403012052,0.082488263,-0.132743447,0.075805412,-0.058114317,0.083863698,Pathol
-10.68459898,1.912133994,4.35919531,0.29676239,-0.680471008,0.190533249,0.00826713,0.186826614,-0.206622031,0.162756165,0.326575923,0.149285657,0.207044254,0.120625723,-0.446073646,0.112994129,0.004318456,0.092225699,0.607526296,0.127287854,0.283095768,0.127351547,-0.362883491,0.107626069,0.225712436,0.068002537,0.208603742,0.073970154,-0.214008868,0.076390595,0.30644336,0.073894789,-0.211578718,0.071248869,-0.044898499,0.059588887,0.018777685,0.058537259,0.040882832,0.049601687,Pathol
-10.12326061,1.025417176,4.615381983,0.39613813,-1.005342812,0.107707954,0.410972749,0.087777976,0.023145957,0.067437135,0.184743443,0.106535597,-0.099287609,0.113797753,-0.544696043,0.077225304,0.593330739,0.090149543,0.077157,0.059053839,-0.029669148,0.104674962,-0.354248392,0.123495265,0.574062657,0.089068486,-0.247091415,0.066053137,-0.323391593,0.068644151,0.062288022,0.120773813,-0.33665838,0.087387302,0.307786133,0.068440004,-0.034366578,0.059653247,0.130979662,0.04644528,Pathol
-11.70469904,1.190921955,4.200253924,0.311564047,-0.526117891,0.119548892,-0.450960369,0.114980984,1.103103546,0.171484768,-0.143146214,0.092563576,0.043095166,0.106139547,-0.681604865,0.125088781,0.159880547,0.124864998,0.510943887,0.109286806,-0.073730057,0.100899945,0.3066794,0.116712167,0.374239715,0.131667248,0.211510046,0.083313188,-0.503662863,0.113274133,0.133455237,0.11454543,-0.323306495,0.09093738,0.061324914,0.083187229,0.353342255,0.08725653,0.00861683,0.099351992,Pathol
-11.04744047,0.354977039,3.882794408,0.212088,0.226024095,0.134778992,-0.438337639,0.146115056,-0.158056903,0.11053779,0.039442835,0.119015643,0.086537779,0.122773055,-0.232404313,0.113495421,-0.250637546,0.135685882,0.639965665,0.131994868,0.611417659,0.130831431,0.21447407,0.124011049,-0.088715791,0.116336413,0.258835914,0.121667687,-0.170251282,0.119501149,0.151870645,0.119604357,0.463843929,0.13010168,-0.08170025,0.111886978,-0.040544654,0.097961901,0.159115273,0.105819108,Pathol
-12.62693154,0.437664913,3.427356888,0.135771381,0.75667812,0.171013631,0.265274007,0.184302649,-0.265030502,0.199445972,0.696148032,0.171258031,0.056729437,0.166586831,0.099316001,0.135449872,-0.955210991,0.171678071,0.017852338,0.173679559,0.549970881,0.153929486,-0.284825048,0.146468774,0.714008392,0.152885995,0.038257129,0.169297127,0.019115262,0.154747788,-0.116573597,0.152391717,0.084506371,0.161809747,-0.335484766,0.171948716,-0.383921095,0.122710874,0.089791553,0.143958535,Pathol
-12.00605603,0.553276858,5.261635436,0.257152111,-0.794091311,0.125948704,-0.707820406,0.135925632,-0.659196138,0.118550276,0.381735457,0.13695151,0.218323308,0.107037406,0.046222265,0.126435159,-0.109124955,0.157339323,-0.240202317,0.14956379,-0.073088948,0.102961947,0.646802883,0.112706298,-0.13437502,0.126799098,0.116651286,0.098069873,-0.077859128,0.086571437,0.158894623,0.084733166,0.157003298,0.097435978,-0.128527949,0.090798442,0.226853614,0.069291768,-0.188087872,0.070012308,Pathol
-11.58621622,1.114548029,4.097606065,0.328775127,0.574367494,0.219512283,0.262021579,0.186196713,-0.94576639,0.238807992,1.110989871,0.245680699,0.090034685,0.19428192,-0.09563806,0.193707984,-0.127083676,0.203441529,0.215055131,0.176881481,-0.072267421,0.173517644,0.211548404,0.189408545,-0.193016857,0.17870842,-0.160208371,0.141434028,-0.219945883,0.126981943,0.24787594,0.135654851,-0.01210785,0.11280153,0.04389204,0.116293046,0.209139526,0.127821317,-0.221313845,0.116367839,Pathol
-13.50643105,11.47236607,4.948370102,0.521919229,-0.623364639,0.145465203,-0.227836323,0.127625542,-0.23926095,0.141171014,0.467512243,0.160645254,-0.381958423,0.130360983,-0.088508126,0.138170301,-0.157753168,0.14310209,0.6762623,0.148012398,0.137634134,0.107259388,-0.069265149,0.10063498,-0.250914558,0.101562793,0.31460895,0.098215301,-0.361933779,0.102730906,0.028714519,0.082867659,0.049912559,0.079573839,-0.160743569,0.086148045,0.348063536,0.088864529,-0.118509942,0.095590863,Pathol
-11.5443218,0.548027302,4.148636591,0.132215626,0.560690109,0.323684765,0.071700009,0.184781466,-0.780132305,0.202367148,0.023632577,0.164313595,-0.37618613,0.195380764,0.125043895,0.186286237,-0.422838055,0.202662897,0.244994955,0.146339332,0.340297618,0.150380812,0.387895879,0.146173949,0.007916319,0.140991449,-0.136941566,0.163361355,0.135504328,0.147426654,-0.398762874,0.140278495,0.062704437,0.174830813,0.054639208,0.117024577,-0.114106618,0.114741876,0.058159563,0.098355311,Pathol
-13.16252351,1.312063838,5.735113589,0.48008421,-0.488990294,0.260272322,-0.319155061,0.209864701,0.16673142,0.15135576,0.422313765,0.141852607,-0.528666191,0.131347418,-0.340591416,0.119902821,-0.162526265,0.116124399,-0.12267283,0.078883744,0.471126655,0.088108247,-0.126566667,0.102245292,0.785600712,0.122725162,-0.415471503,0.125447622,0.460868075,0.140780227,0.088278247,0.087372097,-0.085139096,0.086145181,0.002466688,0.094627184,-0.095318372,0.089340566,0.091590095,0.084616001,Pathol
-12.68821899,0.208948765,5.239576572,0.162342357,-0.583543999,0.178780272,0.166426936,0.183414187,-0.570639674,0.169523588,0.650699022,0.159641282,0.135734084,0.141925498,-0.570041134,0.145756485,0.490446269,0.142026488,0.150723126,0.119714973,0.017887885,0.120123418,-0.077681471,0.127484215,-0.022903251,0.11005615,0.076388522,0.102937343,0.089945772,0.098944421,0.283715042,0.102089226,-0.203443091,0.115826295,-0.036574788,0.098630795,0.154572019,0.103615908,-0.078691303,0.074907112,Pathol
-14.19972214,1.612224031,4.855924854,0.335889475,0.009934092,0.200579751,-0.040494773,0.286232186,-0.374585335,0.220744442,0.511072002,0.166448775,0.438242408,0.183025525,-0.359674795,0.319778154,-0.385554611,0.167248672,0.071812791,0.207344489,1.031909638,0.225230751,-0.033749776,0.181669845,-0.156481195,0.115972534,0.035663074,0.125656345,-0.153079677,0.142733278,0.084028945,0.134930086,-0.054390293,0.126897408,-0.103774681,0.126640732,0.232008424,0.140329099,-0.028365511,0.106024003,Pathol
-10.20950621,0.428367526,4.442645786,0.18158702,-0.702054516,0.240505019,-0.160134866,0.133457595,-0.253374539,0.111437595,0.498254214,0.098859317,0.167260673,0.125789213,-0.251198056,0.089164307,0.074917525,0.109182785,0.184481671,0.106754863,0.894563076,0.090725737,-0.340393926,0.092569824,-0.110467517,0.09148212,0.103690041,0.124663108,-0.33362759,0.107238564,0.62794042,0.088365047,-0.345016967,0.086770262,0.105679024,0.073370261,-0.030091569,0.074241229,-0.035997661,0.078630852,Pathol
-10.59859225,0.75925341,4.50632165,0.670916964,-1.19013258,0.176055447,0.038912054,0.423631313,-1.15544026,0.375388096,1.044512905,0.223307599,-0.885354107,0.102769869,0.228206083,0.120595029,0.175004109,0.108652129,0.113365581,0.108635739,0.459644353,0.113682083,-0.483800261,0.082875474,0.004145287,0.092108945,-0.23594044,0.092914135,-0.147531892,0.077309368,0.031172762,0.127126459,-0.06511756,0.069479006,0.034225031,0.081735676,0.30121319,0.073529717,-0.025120078,0.081645338,Pathol
-11.4928061,1.040757484,4.090027018,0.250002702,0.820670404,0.160827994,-0.067812783,0.139701681,-0.374442995,0.148161301,1.507270855,0.221528785,0.107752878,0.147341615,0.133393967,0.127372945,0.356738261,0.122308213,0.167700383,0.1096422,0.561280866,0.135535813,0.41286544,0.128446244,0.000924518,0.110678943,-0.424773731,0.12071056,-0.167713796,0.11585435,-0.218741365,0.112234484,0.135068638,0.10362382,0.132372564,0.088555765,0.116905645,0.103651741,-0.026411098,0.102724802,Pathol
-10.72464451,0.401780147,3.720768358,0.243384038,0.271090479,0.213476529,-0.609770475,0.255196969,-0.402113191,0.264281237,1.353095847,0.252645163,-0.325468861,0.246327013,0.0118844,0.20898719,0.65074367,0.174513254,0.484251133,0.181992142,0.292229064,0.164966534,-0.134859144,0.16937428,-0.508105289,0.191956426,0.042061505,0.176748954,-0.096201748,0.196354105,-0.001811815,0.15282763,0.057959577,0.150990631,0.319007265,0.199430094,0.084600852,0.117215849,0.53361478,0.185959452,Pathol
-12.7201868,0.490266223,5.229312817,0.19046481,-0.600246437,0.164052621,0.170074998,0.191198551,-0.565622687,0.172058032,0.639545842,0.163407954,0.136807304,0.143918647,-0.554475373,0.151833379,0.492922859,0.134925993,0.14619103,0.119050608,0.02530017,0.118205777,-0.089179453,0.127560829,-0.02894699,0.107485967,0.079643368,0.10862278,0.093648308,0.095969159,0.283377572,0.091083076,-0.198177723,0.109518733,-0.038205788,0.095840512,0.160168301,0.095411147,-0.074122815,0.082490464,Pathol
-11.69169524,0.513514427,4.333511604,0.297124851,-0.68576375,0.185672233,0.188298973,0.176662677,-0.561345286,0.185690754,1.142609822,0.176152631,0.153077813,0.133636834,0.13066735,0.122970541,-0.458769455,0.135356055,0.343695371,0.115215404,-0.177997718,0.128981946,0.04012194,0.113320794,0.510222309,0.120601608,-0.020642596,0.096386277,0.195242905,0.098417421,-0.175859862,0.098111953,-0.04364413,0.088666737,-0.282073841,0.082797479,0.004845091,0.082657508,-0.263360914,0.101949531,Pathol
-11.19226157,1.536163768,2.974960533,0.251148525,0.375335385,0.23219221,1.770001735,0.288998184,-0.379300355,0.212602236,0.115191109,0.223932277,0.235935645,0.21555516,0.979196369,0.227254798,0.130828333,0.205439094,0.219552261,0.217579488,-0.246904181,0.172121082,0.26972853,0.167995504,-0.249024418,0.175931167,0.171576389,0.146229119,0.237277882,0.145141437,-0.35469022,0.13601821,0.03403579,0.133253646,0.054884212,0.130571356,0.083974589,0.131183547,-0.001354938,0.105551825,Pathol
-11.11286313,0.514635409,4.971087786,0.26299119,-0.618165206,0.144752682,0.386888987,0.112632894,-1.44452811,0.18464016,0.908020577,0.152062319,0.487784763,0.120031575,-0.983983976,0.148710852,0.216231168,0.092180357,-0.112134063,0.084755944,0.203472638,0.090893507,0.07834507,0.07364136,0.245400112,0.065159474,-0.031819375,0.067677659,-0.05123235,0.069370536,0.081321117,0.063361711,0.043029181,0.078835303,0.148413001,0.063283198,0.256861697,0.064791071,-0.050804001,0.054996381,Pathol
-11.0463006,0.664183603,3.496136122,0.267655805,-0.310984392,0.382649721,-0.326390175,0.312242211,-0.780678907,0.282689887,0.468141331,0.248695122,0.780435457,0.204093184,-0.705296074,0.247933597,0.187546865,0.241706646,0.14386787,0.209745231,0.238569333,0.236192909,0.17634332,0.189029012,0.000950637,0.169008145,0.26821727,0.254149228,0.06971203,0.204301519,0.623907593,0.192858191,-0.044874096,0.20544271,0.101060037,0.202527744,0.01679151,0.161723095,-0.007454042,0.140413923,Pathol
-14.11452535,0.374397471,4.91060502,0.2609289,0.525726154,0.189036381,0.159324107,0.136004067,-0.755846072,0.192536161,1.022336145,0.144449033,0.189928842,0.152472142,-0.088532806,0.175396909,0.611403402,0.127207638,0.391406542,0.135081134,0.306481457,0.133870388,0.566220099,0.158404173,-0.035452133,0.123772142,0.132345627,0.143356416,0.441830821,0.139015103,0.015911725,0.117556201,0.238132531,0.116320955,0.099833935,0.113837148,0.05305409,0.120955794,-0.025792394,0.099292697,Pathol
-10.73655709,0.350410762,1.598927337,0.285152546,0.783615344,0.226287006,-1.29497326,0.303467354,-0.040489377,0.212735351,-0.115283066,0.24382109,0.168978359,0.190888879,0.34933178,0.203088736,-0.716089886,0.22602715,0.675817932,0.189644947,0.11512516,0.182937426,0.085337216,0.192177115,0.187089001,0.230300852,0.118605138,0.189650653,0.042451168,0.164511071,0.321624992,0.153983253,0.033896861,0.154423048,0.230642005,0.170348476,-0.079215115,0.155802008,0.020867016,0.168339262,Pathol
-10.79866508,0.33263989,4.759977785,0.209961464,-1.294503345,0.149661317,-0.04749699,0.143796905,-0.355325218,0.129261165,0.439386298,0.115512894,0.426043182,0.09340746,-0.804220187,0.110142295,0.333241662,0.086996839,0.273946663,0.082321612,0.227329511,0.078927105,-0.183251295,0.106293365,-0.157141881,0.096692335,-0.110762531,0.080663047,-0.169114852,0.094648198,0.141639571,0.09374317,0.007303844,0.082601564,-0.237375047,0.080010715,0.169384708,0.087805489,-0.117376279,0.067313285,Pathol
-10.79585407,0.795131812,5.026472579,0.340869539,-1.456706262,0.241594196,0.030587392,0.151071692,0.170619841,0.15137497,0.140963201,0.1470593,0.372642693,0.154666527,-0.002271572,0.160332235,0.075120514,0.131843576,0.695962941,0.143888415,0.085207704,0.126201362,0.051433038,0.111425426,-0.255017648,0.110906437,0.089108049,0.09975153,0.253099149,0.104584672,-0.077935936,0.098374519,0.080365917,0.123452728,-0.336512526,0.112892858,-0.2057571,0.093156538,-0.136827645,0.118121518,Pathol
-10.99502224,0.296544547,4.339783112,0.212890649,0.234981184,0.116689516,-0.904625651,0.16263644,-0.662677332,0.142682366,-0.324577831,0.115459851,-0.554163817,0.087462443,0.506413801,0.100074907,-1.302412856,0.146195095,0.221776839,0.070380517,0.288050822,0.079601346,0.056519776,0.072897426,0.703121197,0.081974936,-0.451346697,0.076530581,-0.003527321,0.05324805,-0.420355352,0.065848351,-0.508092823,0.070960331,0.503034972,0.08423486,-0.512035634,0.072284143,0.188183163,0.053037627,Pathol
-11.63001063,0.403338571,3.745278007,0.277759317,0.691420884,0.253114642,-0.100945992,0.197125531,-0.262069433,0.21078597,-0.509814665,0.210108582,0.623075657,0.224999418,-0.154746497,0.158517059,-0.383204557,0.191545841,0.409764859,0.136719137,0.235320792,0.238495934,0.540482507,0.195014679,-0.225802355,0.172602753,0.457864096,0.141234256,-0.387232483,0.144364542,-0.167129819,0.146025256,0.035798254,0.162312055,0.088368926,0.147760272,-0.345650379,0.14698834,0.084011598,0.159487894,Pathol
-12.57513076,0.57669307,3.787654271,0.290033166,0.04363179,0.184998688,-0.417114961,0.234462375,-0.370278831,0.223462672,1.418420974,0.209667813,0.151507593,0.17207207,0.188393688,0.196527617,0.006604723,0.161249761,0.952479299,0.213630002,-0.249205473,0.155643528,0.439212279,0.186024027,0.131998072,0.153048106,-0.034309221,0.135813392,0.115792639,0.204736142,-0.250131095,0.196274671,-0.232357462,0.14383028,0.089822273,0.139057058,-0.033510604,0.136655164,0.093236194,0.130507837,Pathol
-11.79637816,1.094912165,4.416578217,0.185069548,0.009720498,0.219251105,0.724911562,0.172294099,-0.520273443,0.219204171,-0.09666157,0.18706717,1.377592458,0.209402096,-0.34668323,0.218798572,0.242053217,0.231453956,0.143210649,0.305300075,0.131558134,0.294890855,-0.439427929,0.302629295,0.20242238,0.182794809,-0.01297943,0.235412067,0.107821638,0.254211018,0.263346937,0.167191961,0.015292026,0.197721674,-0.086780056,0.147599996,-0.308120676,0.185713979,0.041045767,0.163732541,Pathol
-9.495913138,1.00557338,2.008231554,0.293547765,0.653938524,0.205407505,-0.108213395,0.160402213,-1.302543134,0.181786527,1.116414528,0.180512631,0.511440924,0.186841918,-0.148370428,0.181332046,0.085420871,0.157142468,0.470408627,0.169832314,0.01661794,0.170993759,0.649497636,0.154908674,0.315819943,0.156234455,0.189953677,0.18367564,-0.108398226,0.168719934,0.161835099,0.142483391,-0.104961848,0.125786834,0.172597499,0.130095667,0.067470387,0.131915951,-0.049277061,0.134717398,Pathol
-12.72772974,0.625268767,4.971876551,0.414949561,-0.318188257,0.269015251,0.07479443,0.290009483,-0.4407369,0.258289648,-0.600101728,0.215098255,0.66745713,0.243210124,0.019972193,0.24607108,-0.387114171,0.199525878,0.103076293,0.237913145,-0.10905458,0.195323357,0.141572434,0.260487171,0.373147415,0.198846512,-0.060373744,0.202296829,0.275061332,0.178180452,-0.07744422,0.171250314,0.122872718,0.168697587,0.158703861,0.155774265,0.025339043,0.139962541,-0.142004815,0.15631183,Pathol
-9.495913138,1.00557338,2.008231554,0.293547765,0.653938524,0.205407505,-0.108213395,0.160402213,-1.302543134,0.181786527,1.116414528,0.180512631,0.511440924,0.186841918,-0.148370428,0.181332046,0.085420871,0.157142468,0.470408627,0.169832314,0.01661794,0.170993759,0.649497636,0.154908674,0.315819943,0.156234455,0.189953677,0.18367564,-0.108398226,0.168719934,0.161835099,0.142483391,-0.104961848,0.125786834,0.172597499,0.130095667,0.067470387,0.131915951,-0.049277061,0.134717398,Pathol
-10.86767962,0.511439069,2.576481419,0.225998272,0.252623184,0.210045296,-0.419746457,0.21840427,0.302530603,0.210702414,0.57926138,0.209035916,0.375489001,0.179817284,0.179279344,0.208973208,0.046466288,0.210364016,0.451908621,0.181457787,0.23913824,0.17170111,-0.193530307,0.167055732,0.337147738,0.143877783,0.050926712,0.174494413,-0.031342953,0.152208485,0.198517527,0.136806215,0.222870739,0.119336653,-0.100011536,0.130664198,0.167276543,0.125931393,0.036954398,0.135647466,Pathol
-9.256921668,0.689214816,2.221296584,0.214919448,-0.842547064,0.182207623,-1.07117605,0.170047656,0.119089458,0.155483762,-0.203325217,0.167295261,0.104633418,0.16200622,-0.24114158,0.154546152,-0.20594971,0.193988494,1.174969861,0.235771021,-0.240161672,0.229748372,-0.097848835,0.173695324,0.193811979,0.143508441,-0.181937812,0.179051437,0.285735972,0.135033717,-0.04873997,0.185422317,0.019191553,0.152475442,-0.02039872,0.118586765,0.066801029,0.191141292,-0.016088742,0.203054689,Pathol
-9.969887534,1.105764675,3.596283195,0.212232053,-1.301930057,0.347829161,0.691405047,0.206001022,-0.397722583,0.213905159,0.735964201,0.112452698,-0.452126744,0.090152751,-0.460030414,0.132984133,0.276310955,0.093890799,0.666877409,0.120384121,-0.177987424,0.094497848,0.228247882,0.093263709,0.02978894,0.136473207,0.20641277,0.114008279,0.819416427,0.126991761,-0.232375879,0.078700447,0.327698872,0.063609082,0.091793453,0.075204058,-0.010604649,0.052029891,0.329641681,0.076836557,Pathol
-11.84821069,0.792821115,4.093818471,0.434390801,0.770239536,0.326154546,0.208134562,0.334151608,0.668209726,0.349949359,-0.126924587,0.309503917,0.185344969,0.275733936,-0.178988389,0.259999015,0.426661748,0.280649459,0.593461675,0.301903856,-0.284022705,0.211926731,-0.245398344,0.23080501,-0.002053118,0.220683307,-0.191365966,0.186452626,0.05045722,0.18213536,0.040918794,0.165702745,0.019730398,0.179883639,0.272541285,0.169767344,0.127433456,0.149646766,-0.050623866,0.157008872,Pathol
-10.24500784,0.290438496,3.722289681,0.131996754,-1.168664163,0.138672232,-0.741237695,0.113801995,-0.041452789,0.16110495,-0.152638313,0.12378547,0.190523454,0.110744457,-0.085517271,0.119278229,0.785216616,0.100271576,0.415355102,0.098169518,0.046385266,0.109430269,-0.436189115,0.092029043,0.193400844,0.151046985,0.85029521,0.128138013,0.303477374,0.131091334,0.026514358,0.109053248,0.074501239,0.123467927,0.04843233,0.087170674,-0.350329042,0.086542857,0.228120574,0.076878528,Pathol
-12.06026222,1.163531289,3.647665274,0.234973228,-0.029395474,0.16665126,-0.100485157,0.222331825,-0.286977298,0.224567612,0.929821524,0.204449002,0.69007738,0.192740379,0.020865737,0.168508917,0.150849932,0.163782592,0.290741696,0.167745001,-0.55837763,0.189140232,-0.15044912,0.142848426,0.312901943,0.141769915,-0.307957032,0.118958176,-0.060960609,0.120017665,0.489610051,0.138895987,-0.409718118,0.141064585,0.241226336,0.112234089,-0.002212835,0.105550122,0.118980201,0.109063798,Pathol
-11.84438991,0.614352678,4.654986116,0.203350632,0.539805577,0.15267915,-0.965653726,0.205439689,-0.501756222,0.150635277,0.596839168,0.145364964,0.17395218,0.130056673,-0.706643795,0.170683521,0.122532071,0.140731164,0.359614712,0.115843059,0.380624114,0.167149334,0.161733079,0.130419433,-0.03575108,0.111898473,0.286396128,0.110630218,-0.473444985,0.106742136,0.342172454,0.09922243,-0.445816437,0.100379096,-0.112884618,0.092931631,-0.003879306,0.096073715,-0.224787743,0.084704679,Pathol
-12.12502996,0.792402827,4.574230251,0.359806299,-0.586910758,0.252868063,-0.028843188,0.256047728,-0.822186259,0.183415105,0.313334037,0.184194925,0.038194273,0.150156874,-0.218967564,0.143260733,-0.281788948,0.128794612,0.356676778,0.100403994,0.524413277,0.124465777,-0.124631667,0.110360212,-0.195780072,0.106986029,0.049528603,0.109678001,0.095298158,0.111741463,-0.121245579,0.135878966,0.496719164,0.106927552,-0.182297025,0.112645233,0.137566915,0.116894939,0.216089146,0.091076007,Pathol
-10.54828992,0.574885463,4.579218506,0.263826115,-0.543054105,0.314366048,-0.817264458,0.305157193,-1.023016511,0.261177418,1.203106931,0.190467101,0.027007366,0.187937794,-0.268272278,0.165278244,0.343545381,0.136257772,0.352951085,0.103350477,0.012918266,0.112023257,-0.271746591,0.113846837,-0.076660868,0.12669573,-0.044177971,0.115761633,0.484192976,0.104831224,-0.309586951,0.108539126,0.159557224,0.140673471,0.005497647,0.099557351,0.067516559,0.121014585,0.053790843,0.086543876,Pathol
-13.13837451,0.463745866,5.222668226,0.553620715,-0.314194913,0.168695267,-0.114216735,0.14509685,-1.251297169,0.195982466,0.88929586,0.221457209,0.109344733,0.109741706,-0.694583728,0.161262054,0.037724494,0.146500998,-0.106751053,0.096463324,0.335851103,0.10630806,0.238224547,0.111909259,0.176982135,0.10011993,0.002486045,0.102757771,0.177732928,0.097490754,0.049570124,0.086889265,-0.110483153,0.095648033,0.08359762,0.097260944,-0.178420297,0.096412934,-0.187664271,0.099683903,Pathol
-14.04266153,0.72327183,5.401964882,0.257049624,-0.829501929,0.157090543,-0.543280782,0.134436349,-0.411070263,0.205367276,0.048581731,0.156344632,0.375377777,0.125013039,-0.35920837,0.161858657,-0.447047205,0.172190805,0.04968188,0.109560818,0.388503075,0.135876774,0.314315578,0.124329548,0.001665825,0.110762732,-0.004093451,0.119350529,0.082189384,0.128197982,0.030646144,0.115189623,-0.027189114,0.082635873,0.05227551,0.090060189,-0.076282699,0.108008301,-0.274051055,0.114513778,Pathol
-12.03900226,0.489915166,5.096460687,0.280268719,0.26767127,0.135483617,0.350272728,0.149968393,-0.467546096,0.129468014,0.620923437,0.197554679,0.014300779,0.14070071,-0.803234009,0.161907003,0.349981316,0.143987168,0.45460116,0.150749888,-0.101931172,0.154766099,0.092488109,0.123187137,0.235743792,0.121526285,-0.10156656,0.124612549,0.29889052,0.108676327,0.136528494,0.12926495,-0.222845208,0.11748044,0.288649711,0.120073838,0.113151745,0.13635891,-0.088282027,0.102199896,Pathol
-11.93595426,0.605596839,3.981460702,0.345076147,-0.038645572,0.267363495,-0.271341952,0.255249148,-0.576409744,0.221923627,0.799662123,0.217485393,-0.312518866,0.237960475,-0.134960929,0.204881575,0.330841766,0.21452061,0.587194011,0.189367228,-0.535558534,0.202882833,0.135623875,0.18334102,0.216322861,0.167391249,0.350461582,0.188619851,0.008712346,0.185695249,-0.062190296,0.171860914,0.003412768,0.147060832,0.414089407,0.149409618,-0.238494292,0.127622688,0.175874219,0.120353086,Pathol
